filename,character,shoe_variant,scale,outfit,pose,expression,image_width,image_height,coordinate_system,x_left,y_bottom,side
アトリ_tatr01_l_d2_p1_fj.png,アトリ,tatr01,l,d2,p1,fj,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d2_p1_fk.png,アトリ,tatr01,l,d2,p1,fk,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d2_p1_fl.png,アトリ,tatr01,l,d2,p1,fl,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f1.png,アトリ,tatr01,l,d3,p1,f1,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f2.png,アトリ,tatr01,l,d3,p1,f2,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f3.png,アトリ,tatr01,l,d3,p1,f3,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f4.png,アトリ,tatr01,l,d3,p1,f4,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f5.png,アトリ,tatr01,l,d3,p1,f5,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f6.png,アトリ,tatr01,l,d3,p1,f6,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f7.png,アトリ,tatr01,l,d3,p1,f7,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f8.png,アトリ,tatr01,l,d3,p1,f8,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_f9.png,アトリ,tatr01,l,d3,p1,f9,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fa.png,アトリ,tatr01,l,d3,p1,fa,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fb.png,アトリ,tatr01,l,d3,p1,fb,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fc.png,アトリ,tatr01,l,d3,p1,fc,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fd.png,アトリ,tatr01,l,d3,p1,fd,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fe.png,アトリ,tatr01,l,d3,p1,fe,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_ff.png,アトリ,tatr01,l,d3,p1,ff,1156,2989,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fg.png,アトリ,tatr01,l,d3,p1,fg,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fh.png,アトリ,tatr01,l,d3,p1,fh,1156,2989,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fi.png,アトリ,tatr01,l,d3,p1,fi,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fj.png,アトリ,tatr01,l,d3,p1,fj,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fk.png,アトリ,tatr01,l,d3,p1,fk,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d3_p1_fl.png,アトリ,tatr01,l,d3,p1,fl,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f1.png,アトリ,tatr01,l,d4,p1,f1,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f2.png,アトリ,tatr01,l,d4,p1,f2,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f3.png,アトリ,tatr01,l,d4,p1,f3,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f4.png,アトリ,tatr01,l,d4,p1,f4,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f5.png,アトリ,tatr01,l,d4,p1,f5,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f6.png,アトリ,tatr01,l,d4,p1,f6,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f7.png,アトリ,tatr01,l,d4,p1,f7,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f8.png,アトリ,tatr01,l,d4,p1,f8,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_f9.png,アトリ,tatr01,l,d4,p1,f9,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fa.png,アトリ,tatr01,l,d4,p1,fa,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fb.png,アトリ,tatr01,l,d4,p1,fb,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fc.png,アトリ,tatr01,l,d4,p1,fc,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fd.png,アトリ,tatr01,l,d4,p1,fd,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fe.png,アトリ,tatr01,l,d4,p1,fe,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_ff.png,アトリ,tatr01,l,d4,p1,ff,1156,2989,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fg.png,アトリ,tatr01,l,d4,p1,fg,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fh.png,アトリ,tatr01,l,d4,p1,fh,1156,2989,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fi.png,アトリ,tatr01,l,d4,p1,fi,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fj.png,アトリ,tatr01,l,d4,p1,fj,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fk.png,アトリ,tatr01,l,d4,p1,fk,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d4_p1_fl.png,アトリ,tatr01,l,d4,p1,fl,1156,2740,bottom_left_pixels,294,2058,626
アトリ_tatr01_l_d1_p2_f1.png,アトリ,tatr01,l,d1,p2,f1,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f2.png,アトリ,tatr01,l,d1,p2,f2,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f3.png,アトリ,tatr01,l,d1,p2,f3,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f4.png,アトリ,tatr01,l,d1,p2,f4,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f5.png,アトリ,tatr01,l,d1,p2,f5,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f6.png,アトリ,tatr01,l,d1,p2,f6,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f7.png,アトリ,tatr01,l,d1,p2,f7,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f8.png,アトリ,tatr01,l,d1,p2,f8,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_f9.png,アトリ,tatr01,l,d1,p2,f9,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fa.png,アトリ,tatr01,l,d1,p2,fa,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fb.png,アトリ,tatr01,l,d1,p2,fb,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fc.png,アトリ,tatr01,l,d1,p2,fc,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fd.png,アトリ,tatr01,l,d1,p2,fd,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fe.png,アトリ,tatr01,l,d1,p2,fe,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_ff.png,アトリ,tatr01,l,d1,p2,ff,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fg.png,アトリ,tatr01,l,d1,p2,fg,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fh.png,アトリ,tatr01,l,d1,p2,fh,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fi.png,アトリ,tatr01,l,d1,p2,fi,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fj.png,アトリ,tatr01,l,d1,p2,fj,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fk.png,アトリ,tatr01,l,d1,p2,fk,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d1_p2_fl.png,アトリ,tatr01,l,d1,p2,fl,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f1.png,アトリ,tatr01,l,d2,p2,f1,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f2.png,アトリ,tatr01,l,d2,p2,f2,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f3.png,アトリ,tatr01,l,d2,p2,f3,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f4.png,アトリ,tatr01,l,d2,p2,f4,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f5.png,アトリ,tatr01,l,d2,p2,f5,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f6.png,アトリ,tatr01,l,d2,p2,f6,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f7.png,アトリ,tatr01,l,d2,p2,f7,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f8.png,アトリ,tatr01,l,d2,p2,f8,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_f9.png,アトリ,tatr01,l,d2,p2,f9,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fa.png,アトリ,tatr01,l,d2,p2,fa,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fb.png,アトリ,tatr01,l,d2,p2,fb,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fc.png,アトリ,tatr01,l,d2,p2,fc,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fd.png,アトリ,tatr01,l,d2,p2,fd,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fe.png,アトリ,tatr01,l,d2,p2,fe,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_ff.png,アトリ,tatr01,l,d2,p2,ff,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fg.png,アトリ,tatr01,l,d2,p2,fg,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fh.png,アトリ,tatr01,l,d2,p2,fh,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fi.png,アトリ,tatr01,l,d2,p2,fi,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fj.png,アトリ,tatr01,l,d2,p2,fj,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fk.png,アトリ,tatr01,l,d2,p2,fk,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d2_p2_fl.png,アトリ,tatr01,l,d2,p2,fl,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f1.png,アトリ,tatr01,l,d3,p2,f1,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f2.png,アトリ,tatr01,l,d3,p2,f2,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f3.png,アトリ,tatr01,l,d3,p2,f3,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f4.png,アトリ,tatr01,l,d3,p2,f4,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f5.png,アトリ,tatr01,l,d3,p2,f5,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f6.png,アトリ,tatr01,l,d3,p2,f6,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f7.png,アトリ,tatr01,l,d3,p2,f7,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f8.png,アトリ,tatr01,l,d3,p2,f8,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_f9.png,アトリ,tatr01,l,d3,p2,f9,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fa.png,アトリ,tatr01,l,d3,p2,fa,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fb.png,アトリ,tatr01,l,d3,p2,fb,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fc.png,アトリ,tatr01,l,d3,p2,fc,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fd.png,アトリ,tatr01,l,d3,p2,fd,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fe.png,アトリ,tatr01,l,d3,p2,fe,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_ff.png,アトリ,tatr01,l,d3,p2,ff,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fg.png,アトリ,tatr01,l,d3,p2,fg,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fh.png,アトリ,tatr01,l,d3,p2,fh,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fi.png,アトリ,tatr01,l,d3,p2,fi,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fj.png,アトリ,tatr01,l,d3,p2,fj,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fk.png,アトリ,tatr01,l,d3,p2,fk,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d3_p2_fl.png,アトリ,tatr01,l,d3,p2,fl,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f1.png,アトリ,tatr01,l,d4,p2,f1,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f2.png,アトリ,tatr01,l,d4,p2,f2,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f3.png,アトリ,tatr01,l,d4,p2,f3,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f4.png,アトリ,tatr01,l,d4,p2,f4,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f5.png,アトリ,tatr01,l,d4,p2,f5,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f6.png,アトリ,tatr01,l,d4,p2,f6,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f7.png,アトリ,tatr01,l,d4,p2,f7,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f8.png,アトリ,tatr01,l,d4,p2,f8,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_f9.png,アトリ,tatr01,l,d4,p2,f9,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fa.png,アトリ,tatr01,l,d4,p2,fa,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fb.png,アトリ,tatr01,l,d4,p2,fb,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fc.png,アトリ,tatr01,l,d4,p2,fc,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fd.png,アトリ,tatr01,l,d4,p2,fd,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fe.png,アトリ,tatr01,l,d4,p2,fe,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_ff.png,アトリ,tatr01,l,d4,p2,ff,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fg.png,アトリ,tatr01,l,d4,p2,fg,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fh.png,アトリ,tatr01,l,d4,p2,fh,1250,2989,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fi.png,アトリ,tatr01,l,d4,p2,fi,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fj.png,アトリ,tatr01,l,d4,p2,fj,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fk.png,アトリ,tatr01,l,d4,p2,fk,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr01_l_d4_p2_fl.png,アトリ,tatr01,l,d4,p2,fl,1250,2963,bottom_left_pixels,303,2056,626
アトリ_tatr02_l_d1_p3_f1.png,アトリ,tatr02,l,d1,p3,f1,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f2.png,アトリ,tatr02,l,d1,p3,f2,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f3.png,アトリ,tatr02,l,d1,p3,f3,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f4.png,アトリ,tatr02,l,d1,p3,f4,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f5.png,アトリ,tatr02,l,d1,p3,f5,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f6.png,アトリ,tatr02,l,d1,p3,f6,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f7.png,アトリ,tatr02,l,d1,p3,f7,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f8.png,アトリ,tatr02,l,d1,p3,f8,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_f9.png,アトリ,tatr02,l,d1,p3,f9,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fa.png,アトリ,tatr02,l,d1,p3,fa,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fb.png,アトリ,tatr02,l,d1,p3,fb,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fc.png,アトリ,tatr02,l,d1,p3,fc,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fd.png,アトリ,tatr02,l,d1,p3,fd,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fe.png,アトリ,tatr02,l,d1,p3,fe,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_ff.png,アトリ,tatr02,l,d1,p3,ff,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fg.png,アトリ,tatr02,l,d1,p3,fg,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fh.png,アトリ,tatr02,l,d1,p3,fh,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fi.png,アトリ,tatr02,l,d1,p3,fi,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fj.png,アトリ,tatr02,l,d1,p3,fj,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fk.png,アトリ,tatr02,l,d1,p3,fk,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d1_p3_fl.png,アトリ,tatr02,l,d1,p3,fl,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f1.png,アトリ,tatr02,l,d2,p3,f1,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f2.png,アトリ,tatr02,l,d2,p3,f2,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f3.png,アトリ,tatr02,l,d2,p3,f3,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f4.png,アトリ,tatr02,l,d2,p3,f4,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f5.png,アトリ,tatr02,l,d2,p3,f5,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f6.png,アトリ,tatr02,l,d2,p3,f6,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f7.png,アトリ,tatr02,l,d2,p3,f7,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f8.png,アトリ,tatr02,l,d2,p3,f8,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_f9.png,アトリ,tatr02,l,d2,p3,f9,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fa.png,アトリ,tatr02,l,d2,p3,fa,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fb.png,アトリ,tatr02,l,d2,p3,fb,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fc.png,アトリ,tatr02,l,d2,p3,fc,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fd.png,アトリ,tatr02,l,d2,p3,fd,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fe.png,アトリ,tatr02,l,d2,p3,fe,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_ff.png,アトリ,tatr02,l,d2,p3,ff,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fg.png,アトリ,tatr02,l,d2,p3,fg,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fh.png,アトリ,tatr02,l,d2,p3,fh,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fi.png,アトリ,tatr02,l,d2,p3,fi,2129,2578,bottom_left_pixels,929,1900,626
